source,missing_set,experiment_mode,experiment,model_type,stress_scenario,severity,severity_rank,perturbation_pct,n_seed_window_cases,n_rows_total,mean_delta_score,median_delta_score,mean_score_drop,median_score_drop,mean_pct_score_decreased,mean_pct_drop_ge_1,mean_pct_drop_ge_5,mean_pct_category_worse,window_detection_rate_mean_decrease,window_detection_rate_drop_ge_1,window_detection_rate_any_category_worse
external_10714,complete,full_reference,full_reference,lightgbm,organic_pollution,low_30pct,0,30,535,53570,-7.943024225389079,-8.501146278445825,7.943024225389079,8.501146278445825,0.980679374479504,0.9638754510965116,0.7523434810770796,0.5088376052558526,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,lightgbm,organic_pollution,medium_100pct,1,100,535,53570,-15.54661094338314,-16.91655096210674,15.54661094338314,16.91655096210674,0.9998317757009344,0.9994392523364488,0.9187067641343571,0.8139463310817062,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,lightgbm,suspended_solids_event,high_300pct,2,300,535,53570,-4.736447603881123,-3.961120192111757,4.736447603881123,3.961120192111757,0.8784595169797353,0.8653128527806052,0.4588562968446377,0.2588265013417229,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,lightgbm,suspended_solids_event,low_30pct,0,30,535,53570,-0.9725219355691715,0.0,0.9725219355691715,0.0,0.4092266123808642,0.2666732673267326,0.0223216433792911,0.0518156750254464,1.0,0.4299065420560747,0.988785046728972
external_10714,complete,full_reference,full_reference,lightgbm,suspended_solids_event,medium_100pct,1,100,535,53570,-2.526420701629708,-2.808262319739498,2.526420701629708,2.808262319739498,0.7201362080133248,0.6224756176552235,0.1141648931248265,0.1382724160266494,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,lr,ammonia_pollution,high_300pct,2,300,535,53570,-9.2597436403979,-1.5865792665788554,9.2597436403979,1.5865792665788554,1.0,0.5508263162764875,0.3582885167021375,0.2855195706486536,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,lr,ammonia_pollution,low_30pct,0,30,535,53570,-1.0993905728750253,-0.158657926657888,1.0993905728750253,0.158657926657888,1.0,0.2680521883964097,0.0600747663551401,0.0571616544832053,1.0,0.5401869158878505,0.994392523364486
external_10714,complete,full_reference,full_reference,lr,ammonia_pollution,medium_100pct,1,100,535,53570,-3.626378458959696,-0.5288597555262875,3.626378458959696,0.5288597555262875,1.0,0.4239685389099658,0.2117124086240399,0.1491629499398538,1.0,0.9813084112149532,1.0
external_10714,complete,full_reference,full_reference,lr,combined_pollution,high_300pct,2,300,535,53570,-60.57184394274916,-55.910277421738215,60.57184394274916,55.910277421738215,1.0,1.0,1.0,0.980391042842602,1.0,1.0,1.0
external_10714,complete,full_reference,full_reference,lr,combined_pollution,low_30pct,0,30,535,53570,-18.275345051309912,-19.846856167713707,18.275345051309912,19.846856167713707,1.0,1.0,0.985939113537522,0.8625672249467938,1.0,1.0,1.0
