missing_set,experiment_mode,model_type,stress_scenario,severity,mean_window_detection_rate_mean_decrease,mean_window_detection_rate_drop_ge_1,mean_window_detection_rate_any_category_worse,mean_pct_category_worse,mean_pct_score_decreased,mean_pct_drop_ge_1,mean_pct_drop_ge_5,mean_score_drop,mean_delta_score,mean_severity_monotonicity_rate_drop,min_severity_monotonicity_rate_drop
complete,full_reference,svm,conductivity_event,low_30pct,0.5308411214953271,0.0,0.5757009345794393,0.0087552512260571,0.9177251781252892,0.0077801425002313,0.0,-0.0944372541282982,0.0944372541282982,0.3252336448598131,0.3252336448598131
complete,full_reference,svm,conductivity_event,medium_100pct,0.4373831775700935,0.0,0.897196261682243,0.025442028314981,0.8983342278153049,0.015977236976034,3.738317757009346e-05,-0.3129174944047218,0.3129174944047218,0.3252336448598131,0.3252336448598131
complete,full_reference,svm,organic_pollution,high_300pct,0.0,0.0,1.0,0.1317973535671324,0.2213535671324142,0.1656531877486814,0.0213163690200795,-11.763260888686712,11.763260888686712,0.0,0.0
complete,full_reference,svm,organic_pollution,low_30pct,0.9962616822429906,0.977570093457944,1.0,0.3521919126492088,0.7571722032016286,0.6993328398260387,0.4444056629962061,4.599316320674076,-4.599316320674076,0.0,0.0
complete,full_reference,svm,organic_pollution,medium_100pct,0.0,0.0,1.0,0.1482801887665402,0.2757081521236236,0.2093058203016563,0.022058295549181,-6.72043509674153,6.72043509674153,0.0,0.0
complete,full_reference,svm,suspended_solids_event,high_300pct,0.983177570093458,0.9626168224299064,1.0,0.2642735264180624,0.8600688442676043,0.7904991209401314,0.4776765059683538,4.018045503640916,-4.018045503640916,0.9626168224299064,0.9626168224299064
complete,full_reference,svm,suspended_solids_event,low_30pct,1.0,0.0467289719626168,0.9925233644859812,0.0482905524197279,0.9159426297769964,0.3758445452021837,0.0,0.7309125711393971,-0.7309125711393971,0.9626168224299064,0.9626168224299064
complete,full_reference,svm,suspended_solids_event,medium_100pct,0.9906542056074766,0.9364485981308412,1.0,0.1286638289997224,0.9015965577866198,0.6963584713611548,0.1334499861201073,1.980133600203403,-1.980133600203403,0.9626168224299064,0.9626168224299064
complete,full_reference,xgboost,ammonia_pollution,high_300pct,1.0,1.0,1.0,0.192907930045341,0.9261315813824372,0.7360244286110854,0.2563801239937078,3.072444954096714,-3.072444954096714,1.0,1.0
complete,full_reference,xgboost,ammonia_pollution,low_30pct,1.0,0.0,0.9196261682242992,0.0327648746183029,0.7364922735264181,0.2283147959655778,0.0,0.5337754591046092,-0.5337754591046092,1.0,1.0
complete,full_reference,xgboost,ammonia_pollution,medium_100pct,1.0,0.994392523364486,0.9981308411214952,0.0957766262607569,0.9262835199407792,0.5605644489682614,0.0020531137225872,1.5232050045628414,-1.5232050045628414,1.0,1.0
complete,full_reference,xgboost,combined_pollution,high_300pct,1.0,1.0,1.0,0.996974368464884,1.0,0.999981308411215,0.9989345794392522,28.48120295087868,-28.48120295087868,1.0,1.0
complete,full_reference,xgboost,combined_pollution,low_30pct,1.0,1.0,1.0,0.5613565281761821,0.9855512168039234,0.9751734986582772,0.8338036457851392,9.24140142102108,-9.24140142102108,1.0,1.0
complete,full_reference,xgboost,combined_pollution,medium_100pct,1.0,1.0,1.0,0.9174818173406124,1.0,1.0,0.988596465254002,19.5063036125397,-19.5063036125397,1.0,1.0
complete,full_reference,xgboost,conductivity_event,high_300pct,1.0,0.0,0.5121495327102804,0.0082524289812158,0.7223212732488202,0.0001493476450448,0.0,0.0985380128530837,-0.0985380128530837,0.9532710280373832,0.9532710280373832
complete,full_reference,xgboost,conductivity_event,low_30pct,0.9588785046728971,0.0,0.2074766355140186,0.002370500601462,0.4381186268159526,0.0,0.0,0.0221748931365246,-0.0221748931365246,0.9532710280373832,0.9532710280373832
complete,full_reference,xgboost,conductivity_event,medium_100pct,0.9813084112149532,0.0,0.3308411214953271,0.0042940686592023,0.6050426575367817,0.0,0.0,0.0531569313982536,-0.0531569313982536,0.9532710280373832,0.9532710280373832
complete,full_reference,xgboost,organic_pollution,high_300pct,1.0,1.0,1.0,0.8998911816415286,1.0,1.0,0.94607846765985,20.62518086656232,-20.62518086656232,1.0,1.0
complete,full_reference,xgboost,organic_pollution,low_30pct,1.0,1.0,1.0,0.4917183307115758,0.9792044045526048,0.9600460812436384,0.7604064032571481,7.773874892475449,-7.773874892475449,1.0,1.0
complete,full_reference,xgboost,organic_pollution,medium_100pct,1.0,1.0,1.0,0.7914945868418617,1.0,1.0,0.917176089571574,15.561208858668246,-15.561208858668246,1.0,1.0
complete,full_reference,xgboost,suspended_solids_event,high_300pct,1.0,1.0,1.0,0.2613641158508374,0.8928348292773203,0.8693833626353289,0.4602168964560007,4.777808073525117,-4.777808073525117,1.0,1.0
complete,full_reference,xgboost,suspended_solids_event,low_30pct,1.0,0.3981308411214953,0.983177570093458,0.0517603405200333,0.4433648561117794,0.2653654113074859,0.0159944480429351,0.9696293659299332,-0.9696293659299332,1.0,1.0
complete,full_reference,xgboost,suspended_solids_event,medium_100pct,1.0,1.0,1.0,0.1393361710002776,0.7371599888960859,0.6221365781437957,0.0990180438604608,2.5364193403832265,-2.5364193403832265,1.0,1.0
